id,name,caption,cleaned_caption
ROCO_44361,PMC2724385_1746-160X-5-15-5.jpg," Panoramic radiograph revealing enhanced density of the cortical layer over the left condyle 8 months after commencement of treatment.
",panoram radiograph reveal enhanc densiti cortic layer left condyl month commenc treatment
ROCO_44365,PMC2730620_ymj-50-560-g002.jpg," Abdominopelvic computed tomography of case 3. It shows no left kidney, a remnant left ureter, and a junction of the ureter inserted into the seminal vesicle (arrow).
",abdominopelv comput tomographi case show left kidney remnant left uret junction uret insert semin vesicl arrow
ROCO_44367,PMC5460312_WJNM-16-247-g007.jpg," Postoperative transaxial computed tomography, mesenteric/retroperitoneal mass (arrows), prominent right ureter (*)
",postop transaxi comput tomographi mesentericretroperiton mass arrow promin right uret
ROCO_44383,PMC5337315_CRIHEP2017-8567695.003.jpg," CT abdomen showing right hepatic lobe mass.
",ct abdomen show right hepat lobe mass
ROCO_44394,PMC3881214_eplasty13ic64_fig4.jpg," Radiograph of the feet showing osteohypertrophy of the first metatarsal.
",radiograph foot show osteohypertrophi first metatars
ROCO_44412,PMC3019347_LI-25-165-g002.jpg," CT thorax showing mycetoma with air crescent in left apico-posterior segment.
",ct thorax show mycetoma air crescent left apicoposterior segment
ROCO_44418,PMC4010033_CRIM.CRITICAL.CARE2011-989621.001.jpg," Complete occlusion of proximal portion of descending aorta.
",complet occlus proxim portion descend aorta
ROCO_44438,PMC3018401_1752-1947-4-406-1.jpg," T1-weighted magnetic resonance scan of the head. Bilateral thin subdural collections (arrowed).
",weight magnet reson scan head bilater thin subdur collect arrow
ROCO_44467,PMC3895046_rjt12204.jpg," Sagittal MRI sections show the mass to be intricately related to the anterior presacral fascia.
",sagitt mri section show mass intric relat anterior presacr fascia
ROCO_44473,PMC4896129_gr11.jpg," 68-year-old man with a dural arteriovenous fistula of the superior sagittal sinus, six months after treatment. Unsubtracted AP view of right external carotid artery angiogram shows Onyx cast in the fistula as well as several embolized external carotid artery branches bilaterally. Onyx cast in small cortical branches of right anterior cerebral artery (black arrows) which filled retrogradely through the fistula. Also, casting of Onyx in superior sagittal sinus and transverse sinus (white arrows) to a small degree.
",yearold man dural arterioven fistula superior sagitt sinu six month treatment unsubtract ap view right extern carotid arteri angiogram show onyx cast fistula well sever embol extern carotid arteri branch bilater onyx cast small cortic branch right anterior cerebr arteri black arrow fill retrograd fistula also cast onyx superior sagitt sinu transvers sinu white arrow small degre
ROCO_44495,PMC4398919_CRIOG2015-512845.002.jpg," Twin gestational sacs in right fallopian tube.
",twin gestat sac right fallopian tube
ROCO_44511,PMC3299166_JETS-5-92-g004.jpg," Axial CT image showing bilateral lacrimal gland inflammation (arrows)
",axial ct imag show bilater lacrim gland inflamm arrow
ROCO_44526,PMC4190274_CRIRA2014-169157.002.jpg," T1 fast spin echo coronal image of left shoulder joint showing well-defined, juxtacortical, and hyperintense lesion (black asterisk) with the multilobulated hypointense bony excrescence (white asterisk) and several thin low signal striations (white arrow) noted arising from inferior border of left scapula.
",fast spin echo coron imag left shoulder joint show welldefin juxtacort hyperintens lesion black asterisk multilobul hypointens boni excresc white asterisk sever thin low signal striation white arrow note aris inferior border left scapula
ROCO_44530,PMC4996556_fig-1.jpg," A 3.5 cm nodular lesion over right upper third ureter (arrow).
",cm nodular lesion right upper third uret arrow
ROCO_44539,PMC2672212_0080096f1.jpg," Chest x-ray demonstrating a left-sided pleural effusion.
",chest xray demonstr leftsid pleural effus
ROCO_44544,PMC5349348_moj-9-038-f3.jpg," MRI revealing a lesion over the distal phalanx reported as a solid and enhancing osseous lesion with an extraosseous component with benign features, most likely tuberculosis. Histopathological examination, however, was reported as osteosarcoma.
",mri reveal lesion distal phalanx report solid enhanc osseou lesion extraoss compon benign featur like tuberculosi histopatholog examin howev report osteosarcoma
ROCO_44557,PMC2886894_11517_2010_614_Fig3_HTML.jpg," T1-weighted MRI image of examined mice leg in ZY cross-section obtained at applied U = 101 V in perpendicular orientation. Regions of interest ROI1 is marked with dotted black line. Region of interest ROI2 is marked with solid black line. The corresponding electrode position for this experiment is shown in Fig. 2a
",weight mri imag examin mouse leg zy crosssect obtain appli u v perpendicular orient region interest mark dot black line region interest mark solid black line correspond electrod posit experi shown fig
ROCO_44560,PMC3201580_pamj-8-13-g003.jpg," Four-chamber view echocardiography of a young patient with antiphospholipid syndrome and myocardial infraction showing an apical large thrombus measuring 38x18 mm
",fourchamb view echocardiographi young patient antiphospholipid syndrom myocardi infract show apic larg thrombu measur mm
ROCO_44569,PMC5326791_fnins-11-00093-g0001.jpg," The distribution of intracranial electrodes and their corresponding EEG tracing. EMG, electromyography; L, left; R, right. WR, SWS, and REMS are three vigilance states.
",distribut intracrani electrod correspond eeg trace emg electromyographi l left r right wr sw rem three vigil state
ROCO_44570,PMC4910226_13256_2016_951_Fig2_HTML.jpg," Image of magnetic resonance imaging scan showing a large mass in segments 4 to 8 of the liver
",imag magnet reson imag scan show larg mass segment liver
ROCO_44576,PMC2729450_CRM2009-653741.002.jpg," Transthoracic parasternal long-axis view demonstrating the septal leaflet apical displacement of the tricuspid valve (arrow), the “sail-like configuration” of the enlarged anterior tricuspid leaflet (ATL), and the leftward shift of the interventricular septum reducing left ventricle compliance (IS).
",transthorac parastern longaxi view demonstr septal leaflet apic displac tricuspid valv arrow saillik configur enlarg anterior tricuspid leaflet atl leftward shift interventricular septum reduc left ventricl complianc
ROCO_44580,PMC3874963_TJH-30-433-g1.jpg," Abdominal CT reveals a mass of 5.9 x 4.0 cm in size adjacent to the aorta abdominalis under the umbilicus, to the right of which a dissociative circinate foreign body of 2 cm in diameter is observed (arrow).
",abdomin ct reveal mass x cm size adjac aorta abdominali umbilicu right dissoci circin foreign bodi cm diamet observ arrow
ROCO_44594,PMC3510968_IJEM-16-962-g008.jpg," MRI abdomen depicting 4.5 cm abdominal aortic aneurysm with 3 cm lumen
",mri abdomen depict cm abdomin aortic aneurysm cm lumen
ROCO_44599,PMC3728618_cro-0006-0391-g01.jpg," Metastasis affecting multiple vertebral bodies.
",metastasi affect multipl vertebr bodi
ROCO_44624,PMC5532704_mco-07-02-0163-g00.jpg," Enhanced abdominal computed tomography revealed a splenic mass measuring 3×3 cm.
",enhanc abdomin comput tomographi reveal splenic mass measur cm
ROCO_44632,PMC5653603_11751_2017_296_Fig14_HTML.jpg," Closing wedge osteotomies are performed using a saw blade. In this example, the femoral neck is realigned into valgus to achieve compressive properties at the fracture site
",close wedg osteotomi perform use saw blade exampl femor neck realign valgu achiev compress properti fractur site
ROCO_44638,PMC5658532_1349-7235-56-2639-g002.jpg," A selective angiogram of the left hypogastric artery confirming the rupture of the superior gluteal artery.
",select angiogram left hypogastr arteri confirm ruptur superior gluteal arteri
ROCO_44654,PMC4719243_JOCR-3-4-g005.jpg," Postoperative lateral radiograph of the knee shows the flattened anterior-superior tibia without any residue of bone after excision of the ununited ossicle and contouring.
",postop later radiograph knee show flatten anteriorsuperior tibia without residu bone excis ununit ossicl contour
ROCO_44656,PMC4906197_CRID2016-4803167.008.jpg," Wrist radiograph.
",wrist radiograph
ROCO_44665,PMC3354792_CCD-3-71-g010.jpg," Maxillary occlusal view showing inverted mesiodens
",maxillari occlus view show invert mesioden
ROCO_44671,PMC3632825_umj0081-0143-f2.jpg," Right-sided pneumoperitoneum and on the left, Chilaiditi's sign.
",rightsid pneumoperitoneum left chilaid sign
ROCO_44676,PMC4648143_ajcr-6-25.f3.jpg," Figure 3:CECT scan showing mass lesion.
",figur cect scan show mass lesion
ROCO_44682,PMC5159175_rjw182f02.jpg," MRI pelvis. T2 axial image through pelvis demonstrating limited response to chemoradiotherapy with tumoral margins still predicted positive.
",mri pelvi axial imag pelvi demonstr limit respons chemoradiotherapi tumor margin still predict posit
ROCO_44685,PMC4212507_TORJ-8-82_F4b.jpg," Dynamic imaging radiograph, extension view.
",dynam imag radiograph extens view
ROCO_44693,PMC4891401_gr2.jpg," Ultrasound image with color Doppler demonstrates turbulent flow within the splenic artery aneurysm (arrows) before thrombin injection. [PowerPoint Slide]
",ultrasound imag color doppler demonstr turbul flow within splenic arteri aneurysm arrow thrombin inject powerpoint slide
ROCO_44696,PMC4387461_kjpain-28-148-g001.jpg," CT image following chemotherapy for adenocarcinoma of the lung. The CT image shows increased multiple pleuropulmonary metastasis in both hemithoraces, and a small amount of pericardial effusion.
",ct imag follow chemotherapi adenocarcinoma lung ct imag show increas multipl pleuropulmonari metastasi hemithorac small amount pericardi effus
ROCO_44697,PMC5534015_rjx146f01.jpg," Pneumomediastinum and subcutaneous emphysema as indicated by the arrows.
",pneumomediastinum subcutan emphysema indic arrow
ROCO_44698,PMC2803953_1757-1626-2-9156-2.jpg," CT pulmonary arteriography with venous phase imaging. There's no evidence of pulmonary artery embolus but there is a thrombus seen in the right lower lobe pulmonary vein. There's evidence of a background of extensive right lung fibrosis and volume loss.
",ct pulmonari arteriographi venou phase imag there evid pulmonari arteri embolu thrombu seen right lower lobe pulmonari vein there evid background extens right lung fibrosi volum loss
ROCO_44710,PMC5398268_PAMJ-26-25-g001.jpg," Radiographie du thorax: élargissement du médiastin, IMT 0, 4
",radiographi du thorax élargiss du médiastin imt
ROCO_44731,PMC3086327_SHORTS-10-11303.jpg," Opacification of the left mastoid air cells in keeping with sinus disease on bony windows in a patient with pneumococcal meningitis
",opacif left mastoid air cell keep sinu diseas boni window patient pneumococc mening
ROCO_44753,PMC4231628_btrt-2-128-g001.jpg," Pre-operative gadolinium-enhanced magnetic resonance images showing the highly enhanced mass in the cerebellopontine angle with multiple flow voids and peritumoral edema.
",preoper gadoliniumenhanc magnet reson imag show highli enhanc mass cerebellopontin angl multipl flow void peritumor edema
ROCO_44755,PMC3193750_IJU-27-415-g001.jpg," Sagittal T2W MRI showing heterogeneous hyperintense mass lesion involving the bladder base and prostate, protruding into the perineum and displacing the urinary bladder anterosuperiorly. There is associated dural ectasia (block arrow). The hypointense central fibrous structure giving rise to the ‘target sign’ is shown with an arrow
",sagitt mri show heterogen hyperintens mass lesion involv bladder base prostat protrud perineum displac urinari bladder anterosuperiorli associ dural ectasia block arrow hypointens central fibrou structur give rise target sign shown arrow
ROCO_44763,PMC3113175_jsls-4-3-231-g02.jpg," Puncture of the gastric wall under direct vision through the laparoscope.
",punctur gastric wall direct vision laparoscop
ROCO_44769,PMC3389910_poljradiol-76-1-52-g005.jpg," Axial CT scan. Fracture of the inferior wall of the left orbit with herniation of the inferior rectus muscle.
",axial ct scan fractur inferior wall left orbit herniat inferior rectu muscl
ROCO_44806,PMC4070496_CRIOR2014-647491.001.jpg," Coronal MR image demonstrates decreased volume of the medial meniscus and a meniscal fragment within the intercondylar notch.
",coron mr imag demonstr decreas volum medial meniscu menisc fragment within intercondylar notch
ROCO_44817,PMC3624776_eplasty13e19_fig1.jpg," Preoperative radiograph demonstrates a large hypothenar soft tissue mass with osseous destruction of the proximal two thirds of the fifth metacarpal and adjacent cortex of the fourth metacarpal.
",preoper radiograph demonstr larg hypothenar soft tissu mass osseou destruct proxim two third fifth metacarp adjac cortex fourth metacarp
ROCO_44824,PMC3633285_JNSBM-4-230-g002.jpg," Magnetic resonance cholangio pancreatography showing grossly dilated and tortuous main pancreatic duct hypodense filling defects s/o calculi
",magnet reson cholangio pancreatographi show grossli dilat tortuou main pancreat duct hypodens fill defect calculus
ROCO_44831,PMC139990_1471-2342-2-3-7.jpg," CT of the upper abdomen showing large necrotic inflammatory mass in the lesser sac and involving the pancreas. This was due to perforating gastric TB ulcer.
",ct upper abdomen show larg necrot inflammatori mass lesser sac involv pancrea due perfor gastric tb ulcer
ROCO_44853,PMC5018222_CG-CGCR160052F001.jpg," Coronal noncontrast-enhanced CT showing the massive pancreatic fluid collection (arrows) abutting the posterior wall of the stomach (asterisk) before endoscopic cystgastrostomy.
",coron noncontrastenhanc ct show massiv pancreat fluid collect arrow abut posterior wall stomach asterisk endoscop cystgastrostomi
ROCO_44855,PMC4857359_10.1177_2050313X14558081-fig3.jpg," Selective right internal carotid angiography confirming the presence of the voluminous pseudoaneurysm arising from the carotid bifurcation and extending toward the nearby parapharyngeal space.
",select right intern carotid angiographi confirm presenc volumin pseudoaneurysm aris carotid bifurc extend toward nearbi parapharyng space
ROCO_44870,PMC2966579_JETS-3-409-g001.jpg," Retropharyngeal hematoma (*) grossly dislocating the larynx (+) to the right at the level of the hyoid
",retropharyng hematoma grossli disloc larynx right level hyoid
ROCO_44876,PMC4929794_CCR3-4-633-g001.jpg," Spinal radiograph taken pre‐operatively demonstrating a 79° left convex proximal thoracic scoliosis from T2‐T10, apex at T6, with compensatory thoracolumbar curve.
",spinal radiograph taken preoper demonstr left convex proxim thorac scoliosi apex compensatori thoracolumbar curv
ROCO_44883,PMC5649949_wjon-06-297-g005.jpg," ERCP showing an implanted plastic stent with adequate position in the common bile duct and appropriate function.
",ercp show implant plastic stent adequ posit common bile duct appropri function
ROCO_44898,PMC3521639_CRIM2012-503956.002.jpg," Gadolinium enhanced MRI image of the patient's right wrist.White arrow indicates the tumor.
",gadolinium enhanc mri imag patient right wristwhit arrow indic tumor
ROCO_44913,PMC4336431_gr1.jpg," Pelvis CT scan shows expansible lytic lesions with cortical rupture of the left iliac wing, with multilobulated endo and exo-pelvic collection measuring 18 cm * 10 cm * 15 cm.
",pelvi ct scan show expans lytic lesion cortic ruptur left iliac wing multilobul endo exopelv collect measur cm cm cm
ROCO_44917,PMC4521323_ipc-16-5-g002.jpg," Both (left is red and right is blue colored) sides of PVs drain to LA.
",left red right blue color side pv drain la
ROCO_44919,PMC3180991_APC-4-213-g001.jpg," Left Ventricular Cine angiography picture demonstrating clearly the Supravalvular aortic stenosis in a 12 year old patient. Figure shows pigtail catheter in left ventricle with opacification of aortic sinuses, coronary vessels, ascending aorta with arch, arch vessels and descending aorta. Labelled structures are RCA (right coronary artery), LMCA (left main coronary artery)
",left ventricular cine angiographi pictur demonstr clearli supravalvular aortic stenosi year old patient figur show pigtail cathet left ventricl opacif aortic sinus coronari vessel ascend aorta arch arch vessel descend aorta label structur rca right coronari arteri lmca left main coronari arteri
ROCO_44936,PMC3838836_CRIM.OTOLARYNGOLOGY2013-347325.001.jpg," X-ray neck lateral view—radiopaque foreign body at C6-C7 level.
",xray neck later viewradiopaqu foreign bodi level
ROCO_44965,PMC4126138_IJRI-24-237-g016.jpg," Axial fast spin-echo PD FS image in 39 year old man reveals a wide area of full-thickness chondromalacia (arrow) involving the median ridge and the medial patellar facet categorized as grade 3 lesion (fissuring of cartilage to level of subchondral bone) in the posterior aspect of the patella. The subchondral bone is not exposed, which discriminates this lesion from a grade 4 lesion
",axial fast spinecho pd f imag year old man reveal wide area fullthick chondromalacia arrow involv median ridg medial patellar facet categor grade lesion fissur cartilag level subchondr bone posterior aspect patella subchondr bone expo discrimin lesion grade lesion
ROCO_44989,PMC4159604_rju09104.jpg," CT scan showing good bony infill.
",ct scan show good boni infil
ROCO_44995,PMC4719414_JOCR-5-87-g002.jpg," Sagittal proton density-weighted magnetic resonance image shows ill-defined anterior cruciate ligament with increased signal intensity and a “celery stalk” appearance of intact fibers.
",sagitt proton densityweight magnet reson imag show illdefin anterior cruciat ligament increas signal intens celeri stalk appear intact fiber
ROCO_45025,PMC4793099_CRICC2016-7389087.001.jpg," Chest X-ray.
",chest xray
ROCO_45039,PMC3022673_1752-1947-4-413-3.jpg," Computed tomography scan of the thorax performed after seven years of treatment showing the lack of any significant disease progression during thalidomide therapy.
",comput tomographi scan thorax perform seven year treatment show lack signific diseas progress thalidomid therapi
ROCO_45042,PMC5516462_OJO-10-126-g004.jpg," Inferomedial displacement of the lateral rectus muscle and nasal displacement of the superior rectus muscle in both eyes (arrows)
",inferomedi displac later rectu muscl nasal displac superior rectu muscl eye arrow
ROCO_45046,PMC3975294_1745-6215-15-75-2.jpg," Anteroposterior (a-p) X-ray of the knee showing an AO 41 B3.1 fracture type.
",anteroposterior ap xray knee show ao fractur type
ROCO_45051,PMC4153149_Tanaffos-10-069-g006.jpg," CT-scan showing a large mass in the left lung compressing the heart
",ctscan show larg mass left lung compress heart
ROCO_45058,PMC3424799_AIAN-15-202-g002.jpg," X-ray of the right shoulder showing resorptive changes with total destruction of the proximal humerus. Scapula and clavicle seem to be intact
",xray right shoulder show resorpt chang total destruct proxim humeru scapula clavicl seem intact
ROCO_45063,PMC4436496_IJOrtho-49-255-g005.jpg," Three-dimensional computed tomography scan view showing the unique fracture pattern of anterior right sacroiliac fracture dislocation and left posterior sacroiliac joint fracture dislocation in a 36-year-old man (Case 3)
",threedimension comput tomographi scan view show uniqu fractur pattern anterior right sacroiliac fractur disloc left posterior sacroiliac joint fractur disloc yearold man case
ROCO_45077,PMC3595689_CRIM.ORTHOPEDICS2013-840681.001.jpg," Ultrasound of patient's left hip at the emergency room showing distention of the hip joint due to increased fluid level.
",ultrasound patient left hip emerg room show distent hip joint due increas fluid level
ROCO_45081,PMC3995395_crn-0006-0096-g01.jpg," T2-weighted MRI revealed a distinct tiger-striped appearance with abnormally oriented folia in the left cerebellar hemisphere, extending to the vermis.
",weight mri reveal distinct tigerstrip appear abnorm orient folium left cerebellar hemispher extend vermi
ROCO_45095,PMC2769316_1757-1626-0002-0000006793-004.jpg," Two weeks post-operative CT scan: in the venous phase the splenic artery is no longer visible; there is hypodensity of the spleen due to reduced vascular supply. Follow-up examinations demonstrated healing of the spleen.
",two week postop ct scan venou phase splenic arteri longer visibl hypodens spleen due reduc vascular suppli followup examin demonstr heal spleen
ROCO_45098,PMC4898181_gr3.jpg," 29-year-old woman with tumoral calcinosis. Anteroposterior radiograph of the left distal tibia and fibula demonstrating an intramedullary nail with distal interlocking screws. These screws have loosened and backed out several millimeters. In addition, lobular-appearing, amorphous soft-tissue calcifications appear in the soft tissues medial to both distal interlocking screws.
",yearold woman tumor calcinosi anteroposterior radiograph left distal tibia fibula demonstr intramedullari nail distal interlock screw screw loosen back sever millimet addit lobularappear amorph softtissu calcif appear soft tissu medial distal interlock screw
ROCO_45102,PMC4232029_PAMJ-18-100-g001.jpg," Magnetic resonance imaging showed an intraventricular lesion with inhomogeneous enhancement and infiltrative borders
",magnet reson imag show intraventricular lesion inhomogen enhanc infiltr border
ROCO_45131,PMC4699938_jkaoms-41-346-g004.jpg," Unilateral external carotid angiogram obtained immediately after embolization shows devascularization of the left palatal lesion (dotted circle).
",unilater extern carotid angiogram obtain immedi embol show devascular left palat lesion dot circl
ROCO_45134,PMC3740662_JPBS-5-142-g004.jpg," Computed tomography shows replacement of bone by soft tissue density over right ramus and buccolingual expansion
",comput tomographi show replac bone soft tissu densiti right ramu buccolingu expans
ROCO_45137,PMC5467141_fig-2.jpg," Post-SWL plain film imaging demonstrating nice fragmentation of both stones. SWL = extracorporeal shockwave lithotripsy.
",postswl plain film imag demonstr nice fragment stone swl extracorpor shockwav lithotripsi
ROCO_45139,PMC3063237_1752-1947-5-100-2.jpg," Axial computed tomographic image showing an enhancing intracranial focus.
",axial comput tomograph imag show enhanc intracrani focu
ROCO_45141,PMC4429400_LI-32-293-g001.jpg," CECT thorax (mediastinal window) axial section demonstrating heterogeneous-appearing mediastinal lymph nodes in the right paratracheal location, demonstrating central necrosis and peripheral rim enhancement
",cect thorax mediastin window axial section demonstr heterogeneousappear mediastin lymph node right paratrach locat demonstr central necrosi peripher rim enhanc
ROCO_45145,PMC3008833_kcj-40-601-g002.jpg," Coronary angiogram showed that non-dominant right coronary artery was diffusely occluded.
",coronari angiogram show nondomin right coronari arteri diffus occlud
ROCO_45168,PMC4607989_PAMJ-21-244-g001.jpg," Coupe transverse d'une TDM A-P évoquant un kyste hydatique péritonéal type IV
",coup transvers dune tdm ap évoquant un kyst hydatiqu péritoné type iv
ROCO_45181,PMC4129553_cln-69-08-529-g001.jpg," A radiograph in the anterior-posterior view during the controlled medial branch block procedure in one patient, with needles positioned in the medial branches of L3, L4 and L5 (left).
",radiograph anteriorposterior view control medial branch block procedur one patient needl posit medial branch left
ROCO_45185,PMC4719284_JOCR-3-3-g002.jpg," Post operative xray showing grafting with fibula fixed with k wire
",post oper xray show graft fibula fix k wire
ROCO_45186,PMC5342971_jkaoms-43-37-g002.jpg," Mandible series+modified towne's view.
",mandibl seriesmodifi town view
ROCO_45198,PMC3070675_1477-7819-9-34-1.jpg," Ultrasound of benign phyllodes tumor in left breast.
",ultrasound benign phyllod tumor left breast
ROCO_45200,PMC2872704_jvs-8-95-g001.jpg," Lateral cervical myelogram showing dorsal extradural compression pattern (arrowhead) at C1-C2 and C3-C4, probably due to yellow ligament hypertrophy, and ventral extradural compression pattern at C3-C4 compatible to disk disease (arrowhead).
",later cervic myelogram show dorsal extradur compress pattern arrowhead probabl due yellow ligament hypertrophi ventral extradur compress pattern compat disk diseas arrowhead
ROCO_45220,PMC5621205_IDOJ-8-372-g002.jpg," Orthopantamogramshowing the healing extraction socket
",orthopantamogramshow heal extract socket
ROCO_45263,PMC4800084_CRIS2016-1896368.006.jpg," Post-op ERCP demonstrating resolution of Mirizzi syndrome and no cystic duct stump leak. Balloon sweep (black arrow) of common bile duct was performed after stent removal and it revealed no common bile duct stones.
",postop ercp demonstr resolut mirizzi syndrom cystic duct stump leak balloon sweep black arrow common bile duct perform stent remov reveal common bile duct stone
ROCO_45271,PMC3601232_IJOrtho-47-40-g005.jpg," CT scan image showing the rotational alignment of the femoral component compared to the true TEA. Note the excessive external rotation using the TEA technique
",ct scan imag show rotat align femor compon compar true tea note excess extern rotat use tea techniqu
ROCO_45283,PMC2271024_jem205263bf01.jpg," Mice that express high levels of VEGF-blocking molecules develop brain lesions (arrows).
",mouse express high level vegfblock molecul develop brain lesion arrow
ROCO_45306,PMC3294114_jkss-82-190-g002.jpg," Coronal view abdominal computed tomography scan showing longitudinal section of colonic duplication (white arrow).
",coron view abdomin comput tomographi scan show longitudin section colon duplic white arrow
ROCO_45316,PMC4646986_CRIOR2015-750898.001.jpg," Preop radiographs.
",preop radiograph
ROCO_45349,PMC4000887_kjtcs-47-197-g001.jpg," The computed tomography image showing an anterior mediastinal mass (arrow mark) having a diameter of 27 mm.
",comput tomographi imag show anterior mediastin mass arrow mark diamet mm
ROCO_45354,PMC5024835_AJUM-12-21-g012.jpg," A unilocular cystic lesion (‘CYST’) measuring 2.28 × 2.58 cm. Note that it communicates with the main pancreatic duct (‘PD’), suggesting a diagnosis of intraductal papillary mucinous tumour.
",unilocular cystic lesion cyst measur cm note commun main pancreat duct pd suggest diagnosi intraduct papillari mucin tumour
ROCO_45359,PMC3357016_JISP-16-108-g005.jpg," Post-operative radiograph
",postop radiograph
ROCO_45381,PMC4271400_JNRP-5-89-g002.jpg," Magnetic resonance imaging (MRI) brain axial view fluid attenuated inversion recovery (FLAIR) images showing multiple cysts of neurocysticercosis in varying stages of development
",magnet reson imag mri brain axial view fluid attenu invers recoveri flair imag show multipl cyst neurocysticercosi vari stage develop
ROCO_45383,PMC3957441_APC-6-132-g017.jpg," An angiogram showing a baffle leak following a lateral tunnel Fontan, leading to significant desaturation (Reproduced with permission from reference 3)
",angiogram show baffl leak follow later tunnel fontan lead signific desatur reproduc permiss refer
ROCO_45411,PMC5499106_gr1.jpg," Abdominal computerized tomography (CT) axial view with Grade V splenic laceration and hemoperitoneum, and splenomegaly.
",abdomin computer tomographi ct axial view grade v splenic lacer hemoperitoneum splenomegali
ROCO_45413,PMC5388306_poljradiol-82-188-g002.jpg," MRI of the lumbar vertebral column in a 10-month-old male infant revealed sacrococcygeal hypoplasia with a blunt-ending, club-shaped conus medullaris (larger arrow) with double-bundle arrangement of the nerve roots (smaller arrows)
",mri lumbar vertebr column monthold male infant reveal sacrococcyg hypoplasia bluntend clubshap conu medullari larger arrow doublebundl arrang nerv root smaller arrow
ROCO_45425,PMC4301936_13256_2014_3035_Fig5_HTML.jpg,"  Angiogram performed at the end of the procedure showed exclusion of the aneurysmal sac.
",angiogram perform end procedur show exclus aneurysm sac
ROCO_45432,PMC2783124_1757-1626-2-168-1.jpg," Computerized tomography scan showing bilateral hydronephrosis and hydroureter.
",computer tomographi scan show bilater hydronephrosi hydrouret
ROCO_45433,PMC4285003_ic-46-269-g003.jpg," 4-month follow-up chest CT shows a marked decrease in the size of the nodule in the left lower lobe.
",month followup chest ct show mark decreas size nodul left lower lobe
ROCO_45448,PMC4999489_wjmh-34-148-g005.jpg," Postoperative appearance after ellipsoid tissue resection and puboscrotal reconstruction.
",postop appear ellipsoid tissu resect puboscrot reconstruct
ROCO_45453,PMC2994457_rt-2009-2-e43-g002.jpg," Preoperative T2-weighted axial MR image of C3. The hyperintense lesion is noted anterior to the spinal canal within the vertebral body of C3 adjacent to the left vertebral artery.
",preoper weight axial mr imag hyperintens lesion note anterior spinal canal within vertebr bodi adjac left vertebr arteri
ROCO_45469,PMC2842257_1472-6793-10-3-5.jpg," Dorsal view of the region 3-6 cm caudal to the snout of Monopterus albus perfused with contrast mix 2, with anterior to the left. The image was created by 3D-rendering software following MRI. Key: VA, ventral aorta; DA, dorsal aorta; S, shunt vessels joining ventral and dorsal aorta; CM, celiacomesenteric artery; AC, anterior cardinal veins.
",dorsal view region cm caudal snout monopteru albu perfus contrast mix anterior left imag creat render softwar follow mri key va ventral aorta da dorsal aorta shunt vessel join ventral dorsal aorta cm celiacomesenter arteri ac anterior cardin vein
ROCO_45478,PMC5035351_gr1.jpg," Head CT of Case Patient1 obtained 18 months after first being diagnosed and treated for blastomycosis.
",head ct case obtain month first diagnos treat blastomycosi
ROCO_45484,PMC4445183_EUS-4-98-g034.jpg," The bifurcation of the aorta is seen during imaging from the stomach. In this case, the gonadal artery is also seen taking origin from the aorta
",bifurc aorta seen imag stomach case gonad arteri also seen take origin aorta
ROCO_45507,PMC5298546_10.1177_2324709616689583-fig2.jpg," Magnetic resonance imaging (1.5 T) in a 13-year-old girl with PPRC showed intraarticular pathology strongly compatible with the radiographic features of osteoarthritis. Note the laterally prominent femoral head margins create bilateral femoral head asphericity. The capital femoral epiphyses are flattened, irregular associated with metaphyseal fragmentation and irregularity. The superior portions of the acetabular labra were sclerosed with partial detachment.
",magnet reson imag yearold girl pprc show intraarticular patholog strongli compat radiograph featur osteoarthr note later promin femor head margin creat bilater femor head aspher capit femor epiphys flatten irregular associ metaphys fragment irregular superior portion acetabular labra scleros partial detach
ROCO_45509,PMC4971151_gr2.jpg," Diffusion-weighted NMR imaging of the brain.
",diffusionweight nmr imag brain
ROCO_45510,PMC4127841_IJN-24-185-g004.jpg," Postpercutaneous angioplasty fistulagram with satisfactory relief of the stenoses at both ends of the graft
",postpercutan angioplasti fistulagram satisfactori relief stenos end graft
ROCO_45533,PMC4985691_fvets-03-00064-g006.jpg," Two-month postoperatively, oblique extended latero-lateral neck radiograph is showing bilateral thyrohyoid bone in presumptive normal anatomic position and intraosseous wire fixation (black arrows). Notice the ossification of laryngeal cartilage area (white arrow).
",twomonth postop obliqu extend laterolater neck radiograph show bilater thyrohyoid bone presumpt normal anatom posit intraoss wire fixat black arrow notic ossif laryng cartilag area white arrow
ROCO_45544,PMC4282713_405_2014_2965_Fig1_HTML.jpg," Contrast-enhanced axial CT scan indicates forward displacement of the posterior maxillary wall (arrow) and tumor invasion of the pterygopalatine fossa (asterisk)
",contrastenhanc axial ct scan indic forward displac posterior maxillari wall arrow tumor invas pterygopalatin fossa asterisk
ROCO_45545,PMC3624745_IJRI-22-227-g008.jpg," (A, B) Swelling medial aspect of left orbit. High resolution USG left orbit shows linear, serpiginious contents within extraocularcystic lesion (arrow) with distal enhancement medial to globe. Realtimeslow movements of these structures were seen during scanning. Liveadult filarial worms were seen on surgery
",b swell medial aspect left orbit high resolut usg left orbit show linear serpigini content within extraocularcyst lesion arrow distal enhanc medial globe realtimeslow movement structur seen scan liveadult filari worm seen surgeri
